n,hb,mx2t24,mn2t24,mxrh24,mnrh24
NA,0.019995207723695785,29.76119559151789,23.501964460100453,93.75300728934153,67.33499439784458
NA,-0.1083136402303353,30.930972726004484,24.16065673828126,93.97478441510881,61.7761712210519
NA,-0.02480758895399049,30.308442034040183,23.83539603097097,92.69263698032924,64.47152186802455
NA,-0.12385316929430701,30.162775530133956,22.60943341936388,90.7250963483538,55.764663805280414
NA,-0.09075697383377701,30.799307686941972,24.050432477678612,90.91681583949497,57.79704208374024
NA,-0.13482802172075026,31.149523925781295,22.781163678850476,89.32514430454799,49.81571023123605
NA,-0.1262841518910136,32.5664280482701,24.153030831473245,83.78881334577288,49.426444680350166
NA,-0.08738370303763077,31.57453438895095,24.697724260602683,92.29867837088449,58.41082545689174
NA,-0.0997982291446533,32.875700160435315,25.249407087053555,92.27247445242746,55.777738843645366
NA,-0.06001281284261495,33.658599853515625,26.011471121651823,91.30447409493583,55.24027208600725
NA,-0.09261985498596914,33.831471470424106,26.152461460658515,88.97799203055246,51.76912471226284
NA,0.1282135090441443,33.06768973214287,25.766361781529042,91.51750335693359,57.868422045026506
NA,0.12012061523273587,31.814136614118297,25.63021327427458,93.81656821114676,66.00780639648437
NA,0.08651527384063229,32.182469831194226,25.86199166434153,94.22025887625558,66.26456996372768
NA,0.12237647245638072,32.17933959960942,25.465750558035722,93.17531411307199,67.39470629010881
NA,0.19930513302097097,31.384539794921864,25.18627144949778,95.42083762032645,68.44052832467214
NA,0.09778238451690413,31.676300048828125,25.518828473772373,94.81264452253069,67.13070068359374
NA,0.18076155174640007,30.751651436941984,25.41592668805805,94.76751817975726,71.906463623046875
NA,0.1773389101435896,31.114476667131726,25.27742483956473,95.69624829973493,69.81569202968052
NA,0.1996497560176067,31.564802769252253,25.237894112723268,95.26080017089843,69.92555629185267
NA,0.23480388580355793,29.75654384068082,24.795967320033526,93.29214041573661,74.70328979492187
NA,0.15190638185595162,31.361045619419656,25.409046282087104,94.36602194649832,69.40773075648717
NA,0.31845099726342596,29.607599748883956,24.63427036830359,95.40545218331474,75.37867213657924
NA,-2.680956094991416e-4,31.399351283482133,25.04401855468751,93.69006958007812,64.40258265904018
NA,0.17652071276097558,30.0377580915179,24.878737967354937,95.12992728097097,73.12716064453124
NA,0.010997935809427872,31.332875279017912,25.190324183872804,94.747874886649,67.89373822893415
NA,0.149654673790792,30.666674804687545,24.966262381417437,93.1526870727539,70.3500013078962
NA,0.16976690568844788,29.86087908063621,24.885534667968784,94.85136566162109,72.43691231863839
NA,0.3434708265995141,29.395951625279054,24.964875139508933,94.80108947753907,77.30767735072544
NA,0.018333553714910522,30.634500558035768,25.133344377790195,91.02023620605469,68.74510247366769
NA,-0.10878830510773696,32.07406005859377,25.42308785574778,93.36871948242188,62.636204310825896
NA,0.23245949859847315,30.768137032645143,24.85232805524555,95.31800798688616,70.16097074236188
NA,0.2939625672297552,30.159926932198687,24.660186767578125,96.18088400704521,73.6876940046038
NA,0.4101786923711188,29.863577706473222,24.529334368024593,95.73580692836217,73.06551143101284
NA,0.16929975975654088,30.994855608258945,25.066118512834862,94.39436165945871,68.6725845336914
NA,-0.050427231966750696,31.211197335379495,25.499018205915206,93.92346801757813,68.27110791887556
NA,-0.0703708918299526,32.263478306361606,25.533939906529042,94.47581503731864,64.64190314156669
NA,0.09839925394044258,31.294633265904054,24.65810721261164,96.51322130475725,67.27732325962612
NA,0.040167169587221,31.52968837193083,25.10693359375,95.61193041120256,67.95925347464426
NA,0.24742910513305105,30.753196498325906,24.59765450613844,96.13813803536551,71.11244888305664
NA,0.2655570475035347,29.492805698939776,24.373340715680797,96.0363789149693,73.0879409790039
NA,0.2383161260804627,30.166206577846026,24.734701974051347,96.56220332554409,73.36319536481585
NA,0.3487212695472408,28.76231515066968,24.18932407924109,97.3942629132952,78.84243905203684
NA,-0.021115465788170695,30.9766566685268,24.846966552734386,95.9247597830636,70.29008985246931
NA,0.02979963819961995,29.893978445870573,23.660383823939753,93.55508117675781,65.8166748046875
NA,0.029152009839890525,31.389467947823675,24.693626185825906,96.80857958112445,68.61472625732422
NA,0.09975353648769669,29.427634974888406,24.20756574358262,91.61082720075335,70.74487936837332
NA,0.0583383432822302,28.050152587890636,22.50831386021207,90.17345559256418,68.95119955880301
NA,0.09177112771430984,29.22505667550223,23.29670497349332,90.32899148123605,67.19194804600306
NA,-0.1392758904839866,27.09869471958706,18.84131382533485,81.85620814732142,56.8349244253976
NA,-0.09956399799557403,29.906862095424117,22.588165283203182,94.36027287074498,63.10284085954939
2,-0.09770884667523205,30.610768345424106,23.86461704799109,94.55060097830636,62.961529867989675
11,-0.11227678036084399,31.17559029715403,24.039092145647373,92.22087598528181,58.943091910226
20,-0.09403018644661643,30.324818638392856,22.99967389787946,91.55531659807477,56.6171149117606
11,-0.1159229199110996,30.762373570033503,22.433499581473257,84.51029990059989,51.84046674455915
14,-0.0927891927130986,30.71958182198665,22.81996721540179,87.5603764125279,49.59859531947544
12,-0.07343702964135446,30.64864676339289,23.312588936942007,90.94070892333984,53.22524850027902
13,-0.09251149816554971,32.01004900251121,24.640506417410734,87.86547350202288,54.694160788399834
15,-0.07372699421830475,32.30440063476567,24.904935128348257,90.20878404889788,54.9136848449707
15,-0.0637042976450175,32.31859130859374,24.705976213727695,90.25924813406809,53.24332526070731
14,-0.03132176911458373,31.978192138671886,25.41869332449778,91.20370243617467,60.001492091587615
17,-0.07149997766828164,32.4556387765067,25.188800920758922,92.0156986781529,55.399720546177456
13,-0.08345605910290033,32.60078996930804,24.890851702008945,85.63375440325056,48.790704236711775
16,-0.10652062186272815,32.900352260044656,25.399483816964334,86.56532004220145,52.71950977870396
13,-0.03798665408976376,32.955187988281295,25.87727748325898,89.73959023611886,54.32900902884347
18,0.047669171763118356,31.61018676757817,25.62700020926343,92.37262965611049,64.25984867640904
14,0.03488737068255432,32.021541050502265,25.599556187221026,93.53010864257813,65.72037778581891
18,-0.07766953451209702,32.694318498883945,26.111624581473222,93.46830030168806,64.59457386561803
15,0.02778084296733141,32.521838378906295,25.51394130161833,93.47399553571428,64.14854245867048
18,0.08849256418761797,31.746074567522328,26.010208565848245,93.0427745274135,68.31110327584403
12,0.12301500962348655,32.14304635184152,25.871744210379518,93.61965659005301,67.06177564348494
18,0.05744955284171738,32.15909946986608,26.113618687220992,94.25489327566964,69.41825877598353
22,0.38683674737694673,29.95989728655138,24.517757742745573,96.66175231933593,74.95551986694336
16,0.035999563173390925,31.319990757533503,25.41370152064735,95.01312081473215,68.91897572108677
23,0.16905702822259627,30.608666992187523,25.415156773158515,94.02668936593192,72.04820600237166
16,0.09836846918915398,31.005251639229925,25.05559082031249,94.93892408098493,70.06957855224609
19,0.3347669351496734,31.199063546317007,24.97271728515625,95.9548575265067,70.21651905604772
29,0.2184302941604983,30.84239501953124,25.184150913783526,94.61012791224888,70.7312029157366
28,0.22066700825234875,30.008751569475464,24.50509120396208,93.80599561418806,73.43094286237444
31,-0.027339929511072114,31.21763131277902,25.042924281529054,94.8310760498047,67.5964819771903
34,0.10415782858035527,31.165754045758945,24.868834577288,94.73013785226004,69.03897596086775
38,0.05879793455824256,31.3627371651786,25.19889875139512,94.37552599225725,68.76458751133511
44,0.056548724620370194,31.529666573660734,25.213991873604925,95.17782854352679,69.43912026541574
43,0.30015054999967106,29.961762346540183,24.739614432198664,94.18700430733817,72.6320083618164
31,0.19365341428783722,29.446691894531284,25.015677315848222,93.55747615269252,75.499290902274
29,0.14062544264015742,30.80783865792415,25.00589948381696,93.37693089076451,69.21985419137137
41,0.06184788641985506,30.954211425781295,25.203828648158492,93.19218052455358,68.09247218540737
40,0.20899469166761264,30.87619977678571,24.565861293247792,94.9367170061384,67.70718601771763
29,0.07172158150933683,31.460295758928623,25.029438999721037,95.92316284179688,69.03882631574358
34,0.13700283539947122,31.94841831752234,24.96699305943082,95.66604396275112,66.95204238891601
29,0.2860796296154149,29.343194580078148,24.15656825474332,96.93681509835379,75.27319434029715
21,0.44498376033152454,28.156461879185315,24.157721819196468,96.30355268205915,79.7815673828125
32,0.20227246874128468,30.67769339425223,25.07662527901789,96.30082680838449,70.8326429094587
21,0.15998428914463148,30.773025076729937,24.93996146065848,96.60424150739397,71.65834524972098
32,0.04748721013311297,29.76306239536831,23.76304757254468,94.8476078578404,66.64631870814732
25,-0.12322075053816661,30.991230119977672,23.989037214006714,95.6053959437779,59.47220480782645
16,0.25383053795667365,30.451620919363847,24.684862409319237,96.68471505301339,70.06586162022182
16,0.26069679512875155,30.073920549665218,24.226299176897328,95.17341875348772,70.83841966901507
26,-0.07405256957281381,30.92597830636163,24.085974121093784,94.40984867640904,65.0566758292062
33,0.1785945014853496,28.953534807477695,23.50468575613843,91.21411852155413,69.89423773629325
37,0.01189561770297587,30.553122384207597,24.326948765346003,96.84626988002232,68.64766823904856
22,-0.0822487763944082,30.456957135881737,23.533540562220992,93.83538360595703,64.8426764351981
21,-0.005647368176141754,29.452651541573687,23.508803885323687,94.55177677699498,67.53192411150252
37,-0.1263701347343158,29.663508823939765,22.733918980189742,94.66236441476005,60.75329426356724
31,-0.05589700740529224,30.11647338867192,23.54706856863845,95.63910696847098,64.60462711879185
22,-0.022696164902299643,29.446780831473234,23.097319684709817,92.12103031703404,64.0594240461077
25,-0.1173536152637098,31.31739676339288,24.135493687221015,93.17058890206474,62.405774797712056
31,-0.11545281135477126,31.161589704241067,23.093393380301393,92.15372510637556,55.93379440307617
36,-0.10005014037596993,31.780094691685292,23.795994349888417,90.8587160382952,52.028292955671034
30,-0.004406323394505307,31.000922502790218,22.927859933035734,92.40121481759208,55.02254856654576
23,-0.10373296734178439,31.32041887555806,24.153308977399547,92.21172071184431,57.64599642072405
19,-0.12465634869295172,32.47975638253354,23.93509957449777,87.10050005231585,47.68468595232282
28,-0.1108877367223613,33.35288870675225,25.7899832589286,78.60192522321428,48.912068721226284
26,0.0717437379353214,32.521989222935304,25.528708321707597,87.79394008091518,54.997525569370815
24,-0.02214726567035541,31.53144531250001,25.574090576171898,92.98399462018695,66.52933981759207
28,0.12819592983578332,31.778530447823698,25.55887102399555,94.65786568777902,65.36132332938058
27,-0.10090495581971481,33.01068812779022,26.33740147181925,93.22780260358539,61.46550260271345
19,-0.10616159869823605,33.910871233258945,26.141183907645143,91.14011077880859,54.29878104073661
21,-0.10538001800887287,34.0442112513951,27.354736328125,89.39958692278181,55.043558502197264
26,0.10894621151965111,32.84619838169647,26.61374686104915,90.22877546037947,60.69946637834821
27,-0.10191384289646521,34.04731968470986,26.990115792410734,92.29589385986328,59.857640620640346
24,0.07161127374274656,34.68312029157369,26.84588623046875,88.88451908656529,53.57180895124163
31,0.24583452782826498,31.5195033482143,25.514732142857156,94.72200731549944,68.90986077444894
33,0.030308215005788952,31.721120779854914,26.21180419921876,93.25637403215681,67.88906729561941
23,0.0612050523632206,31.783074951171898,25.616064453125034,94.95324598039899,68.23660637991769
43,0.08271512485225685,31.970692661830412,25.574323381696445,94.81914454868861,67.10979941231864
33,-0.018550605949712917,32.390600585937534,25.759370640345992,92.90577545166016,64.08881628853935
56,0.19187679811147973,30.822395542689776,25.08824114118306,92.39647347586495,70.47078214372907
55,0.18306063904310577,29.869603620256726,25.060354178292414,94.42875082833426,75.61925506591797
50,0.2381005393108353,28.977650669642912,24.60500662667414,93.52471967424665,77.58990543910436
38,-0.01422454445855692,32.13907732282371,25.718683733258956,94.68489924839565,66.27302060808454
42,-0.042753904446726665,31.50908726283484,25.58532627650675,93.99039699009487,67.35563866751535
36,-0.05577533770701848,32.394220842633956,25.783571951729925,94.59203055245536,65.61729333060129
